title,tagline,no_of_directors,directors,no_of_writers,writers,lead_stars,released_year,oscar_wins,genres,award_nominations,award_wins,rating,votes,metascore,duration,county_of_origins,production_companies,url
Margin Call,Be first. Be smarter. Or cheat.,1,J.C. Chandor,1,J.C. Chandor,"Zachary Quinto,Stanley Tucci,Kevin Spacey",2011,0,"Drama,Thriller",24,8,7.1,124177,76,107,United States,"Before The Door Pictures,Benaroya Pictures,Washington Square Films",https://www.imdb.com/title/tt1615147/
Hall Pass,,2,"Bobby Farrelly,Peter Farrelly",3,"Pete Jones(screenplay),Peter Farrelly(screenplay),Kevin Barnett(screenplay)","Owen Wilson,Jason Sudeikis,Christina Applegate",2011,0,"Comedy,Romance",0,0,5.8,124176,45,105,United States,"New Line Cinema,Conundrum Entertainment",https://www.imdb.com/title/tt0480687/
Priest,Vampire Killer,1,Scott Stewart,2,"Cory Goodman,Min-Woo Hyung(graphic novel series ""Priest"")","Paul Bettany,Cam Gigandet,Maggie Q",2011,0,"Action,Adventure,Fantasy,Horror,Sci-Fi,Thriller",3,0,5.7,118713,41,87,United States,"Screen Gems,Michael De Luca Productions,Stars Road Entertainment",https://www.imdb.com/title/tt0822847/
Ghost Rider: Spirit of Vengeance,He rides again.,2,"Mark Neveldine,Brian Taylor",3,"Scott M. Gimple(screenplay),Seth Hoffman(screenplay),David S. Goyer(screenplay)","Nicolas Cage,Ciarán Hinds,Idris Elba",2011,0,"Action,Fantasy,Thriller",4,0,4.3,116702,34,96,"United States,United Arab Emirates","Columbia Pictures,Hyde Park Entertainment,Imagenation Abu Dhabi FZ",https://www.imdb.com/title/tt1071875/
Water for Elephants,Life is the most spectacular show on earth.,1,Francis Lawrence,2,"Richard LaGravenese(screenplay),Sara Gruen(novel)","Robert Pattinson,Reese Witherspoon,Christoph Waltz",2011,0,"Drama,Romance",13,3,6.9,114811,52,122,United States,"Fox 2000 Pictures,3 Arts Entertainment,Flashpoint Entertainment",https://www.imdb.com/title/tt1067583/
Final Destination 5,Death has never been closer.,1,Steven Quale,2,"Eric Heisserer,Jeffrey Reddick(characters)","Nicholas D'Agosto,Emma Bell,Arlen Escarpeta",2011,0,"Action,Horror,Thriller",6,2,5.8,113198,50,92,"United States,Canada","New Line Cinema,Practical Pictures,Parallel Zide",https://www.imdb.com/title/tt1622979/
Red Riding Hood,Who's afraid?,1,Catherine Hardwicke,1,David Leslie Johnson-McGoldrick,"Amanda Seyfried,Lukas Haas,Gary Oldman",2011,0,"Fantasy,Horror,Mystery,Romance,Thriller",5,0,5.5,110994,29,100,"United States,Canada","Warner Bros.,Appian Way",https://www.imdb.com/title/tt1486185/
The Iron Lady,Never compromise,1,Phyllida Lloyd,1,Abi Morgan(screenplay),"Meryl Streep,Jim Broadbent,Richard E. Grant",2011,2,"Biography,Drama",47,25,6.4,107511,52,105,"United Kingdom,France","DJ Films,Pathé,Film4",https://www.imdb.com/title/tt1007029/
The Three Musketeers,Every legend has a new beginning.,1,Paul W.S. Anderson,3,"Alex Litvak(screenplay),Andrew Davies(screenplay),Alexandre Dumas(novel ""Les Trois Mousquetaires"")","Logan Lerman,Matthew Macfadyen,Ray Stevenson",2011,0,"Action,Adventure,Fantasy,History,Romance,Thriller",5,0,5.7,106815,35,110,"United States,Germany,France,United Kingdom","Summit Entertainment,Constantin Film,Impact Pictures",https://www.imdb.com/title/tt1509767/
Attack the Block,Inner City vs. Outer Space,1,Joe Cornish,1,Joe Cornish,"John Boyega,Jodie Whittaker,Alex Esmail",2011,0,"Action,Adventure,Comedy,Sci-Fi,Thriller",39,19,6.7,105173,75,88,United Kingdom,"Screen Gems,StudioCanal,Film4",https://www.imdb.com/title/tt1478964/
Fright Night,You can't run from evil when it lives next door.,1,Craig Gillespie,2,"Marti Noxon(screenplay),Tom Holland(story)","Anton Yelchin,Colin Farrell,David Tennant",2011,0,"Comedy,Horror",8,2,6.4,104090,64,106,United States,"Dreamworks Pictures,Reliance Entertainment,Michael De Luca Productions",https://www.imdb.com/title/tt1438176/
A Dangerous Method,"Based on the true story of Jung, Freud and the patient who came between them.",1,David Cronenberg,2,"Christopher Hampton(screenplay),John Kerr(book ""A Most Dangerous Method"")","Michael Fassbender,Keira Knightley,Viggo Mortensen",2011,0,"Biography,Drama,Romance,Thriller",28,18,6.4,102016,76,99,"United Kingdom,Germany,Canada,United States","Recorded Picture Company (RPC),Lago Film,Prospero Pictures",https://www.imdb.com/title/tt1571222/
The Rum Diary,One part outrage. One part justice. Three parts rum. Mix well.,1,Bruce Robinson,2,"Bruce Robinson(screenplay),Hunter S. Thompson(novel)","Johnny Depp,Giovanni Ribisi,Aaron Eckhart",2011,0,"Comedy,Drama",4,2,6.2,101541,56,119,"United States,United Kingdom","GK Films,Infinitum Nihil,FilmEngine",https://www.imdb.com/title/tt0376136/
Extremely Loud & Incredibly Close,Extremely Sweet & Incredibly Heartwarming,1,Stephen Daldry,2,"Eric Roth(screenplay),Jonathan Safran Foer(novel)","Thomas Horn,Tom Hanks,Sandra Bullock",2011,0,"Adventure,Drama,Mystery",26,8,6.9,100753,46,129,United States,"Warner Bros.,Scott Rudin Productions,Paramount Pictures",https://www.imdb.com/title/tt0477302/
Hodejegerne,The hunt is on.,1,Morten Tyldum,3,"Ulf Ryberg(screenplay),Lars Gudmestad(screenplay),Jo Nesbø(novel)","Aksel Hennie,Synnøve Macody Lund,Nikolaj Coster-Waldau",2011,0,"Action,Crime,Thriller",17,8,7.5,100589,72,96,"Norway,Sweden,Denmark,Germany","Yellow Bird,Friland,Nordisk Film",https://www.imdb.com/title/tt1614989/
Your Highness,"This spring, prepare for their excellency.",1,David Gordon Green,2,"Danny McBride,Ben Best","Danny McBride,Natalie Portman,James Franco",2011,0,"Adventure,Comedy,Fantasy,Romance",3,1,5.5,100261,31,102,United States,"Universal Pictures,Bluegrass Films",https://www.imdb.com/title/tt1240982/
Colombiana,Vengeance is beautiful.,1,Olivier Megaton,2,"Luc Besson,Robert Mark Kamen","Zoe Saldana,Michael Vartan,Callum Blue",2011,0,"Action,Drama,Thriller",5,2,6.4,99556,45,108,"France,United States,United Kingdom","EuropaCorp,TF1 Films Production,Grive Productions",https://www.imdb.com/title/tt1657507/
Take Shelter,Far away from the cruel world. [Scandinavian DVD.],1,Jeff Nichols,1,Jeff Nichols,"Michael Shannon,Jessica Chastain,Shea Whigham",2011,0,"Drama,Sci-Fi,Thriller",46,42,7.3,98751,85,121,United States,"Hydraulx,REI Capital,Grove Hill Productions",https://www.imdb.com/title/tt1675192/
30 Minutes or Less,,1,Ruben Fleischer,2,"Michael Diliberti(screenplay),Matthew Sullivan(story)","Jesse Eisenberg,Danny McBride,Nick Swardson",2011,0,"Action,Comedy,Crime",0,0,6.1,98751,49,83,United States,"Columbia Pictures,Media Rights Capital (MRC),Red Hour Films",https://www.imdb.com/title/tt1622547/
Conan the Barbarian,Enter An Age Undreamed Of,1,Marcus Nispel,3,"Thomas Dean Donnelly,Joshua Oppenheimer,Sean Hood","Jason Momoa,Ron Perlman,Rose McGowan",2011,0,"Action,Adventure,Fantasy",2,0,5.2,98070,36,113,"United States,Bulgaria,Germany,India","Lionsgate,Millennium Films,Cinema Vehicle Services",https://www.imdb.com/title/tt0816462/
Drive Angry,One hell of a ride.,1,Patrick Lussier,2,"Todd Farmer,Patrick Lussier","Nicolas Cage,Amber Heard,William Fichtner",2011,0,"Action,Fantasy,Thriller",6,1,5.4,97612,44,104,United States,"Summit Entertainment,Millennium Films,Michael De Luca Productions",https://www.imdb.com/title/tt1502404/
The Rite,You can only defeat it when you believe.,1,Mikael Håfström,2,"Michael Petroni,Matt Baglio(book)","Colin O'Donoghue,Anthony Hopkins,Ciarán Hinds",2011,0,"Drama,Horror,Mystery,Thriller",5,1,6.0,95909,38,114,"United States,Hungary,Italy","New Line Cinema,Contrafilm,Mid Atlantic Films",https://www.imdb.com/title/tt1161864/
You're Next,Did you remember to lock your door?,1,Adam Wingard,1,Simon Barrett,"Sharni Vinson,Joe Swanberg,AJ Bowen",2011,0,"Horror,Thriller",20,11,6.6,95902,66,95,"United States,United Kingdom","Snoot Entertainment,HanWay Films",https://www.imdb.com/title/tt1853739/
