title,tagline,no_of_directors,directors,no_of_writers,writers,lead_stars,released_year,oscar_wins,genres,award_nominations,award_wins,rating,votes,metascore,duration,county_of_origins,production_companies,url
Get the Gringo,,1,Adrian Grunberg,3,"Mel Gibson,Stacy Perskie,Adrian Grunberg","Mel Gibson,Kevin Balmore,Daniel Giménez Cacho",2012,0,"Action,Crime,Drama",0,0,7.0,106790,60.0,96,"United States,Mexico","Icon Productions,Icon Productions,Airborne Productions",https://www.imdb.com/title/tt1567609/
The Lucky One,From the acclaimed bestselling author of The Notebook and Dear John,1,Scott Hicks,2,"Will Fetters(screenplay),Nicholas Sparks(novel)","Zac Efron,Taylor Schilling,Blythe Danner",2012,0,"Drama,Mystery,Romance,War",7,5,6.5,106120,39.0,101,United States,"Warner Bros.,Village Roadshow Pictures,DiNovi Pictures",https://www.imdb.com/title/tt1327194/
Frankenweenie,The electrifying dog is back from beyond the grave,1,Tim Burton,3,"Leonard Ripps(1984 screenplay),Tim Burton(original idea),John August(screenplay)","Winona Ryder(voice),Catherine O'Hara(voice),Martin Short(voice)",2012,0,"Animation,Comedy,Drama,Family,Horror,Sci-Fi,Thriller",50,11,6.9,104503,74.0,87,United States,"Walt Disney Pictures,Tim Burton Productions",https://www.imdb.com/title/tt1142977/
Journey 2: The Mysterious Island,Believe the impossible. Discover the incredible.,1,Brad Peyton,3,"Brian Gunn(screenplay),Mark Gunn(screenplay),Richard Outten(story)","Josh Hutcherson,Dwayne Johnson,Michael Caine",2012,0,"Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",4,7,5.8,101304,41.0,94,United States,"New Line Cinema,Contrafilm,Walden Media",https://www.imdb.com/title/tt1397514/
ParaNorman,You don't become a hero by being normal.,2,"Chris Butler,Sam Fell",1,Chris Butler,"Kodi Smit-McPhee(voice),Anna Kendrick(voice),Christopher Mintz-Plasse(voice)",2012,0,"Animation,Adventure,Comedy,Family,Fantasy,Mystery",46,19,7.0,100056,72.0,92,United States,"Focus Features,Laika Entertainment",https://www.imdb.com/title/tt1623288/
Ruby Sparks,She's out of his mind.,2,"Jonathan Dayton,Valerie Faris",1,Zoe Kazan,"Paul Dano,Zoe Kazan,Annette Bening",2012,0,"Comedy,Drama,Fantasy,Romance",11,1,7.2,99230,67.0,104,United States,"Fox Searchlight Pictures,Bona Fide Productions,DragonCove Studios",https://www.imdb.com/title/tt1839492/
Amour,,1,Michael Haneke,1,Michael Haneke(screenplay),"Jean-Louis Trintignant,Emmanuelle Riva,Isabelle Huppert",2012,1,Drama,108,84,7.9,98022,94.0,127,"Austria,France,Germany","Les Films du Losange,X-Filme Creative Pool,Wega Film",https://www.imdb.com/title/tt1602620/
Anna Karenina,You can't ask Why about love,1,Joe Wright,2,"Tom Stoppard(screenplay),Lev Tolstoy(novel)","Keira Knightley,Jude Law,Aaron Taylor-Johnson",2012,1,"Drama,Romance",53,33,6.6,97804,63.0,129,United Kingdom,"Universal Pictures,Focus Features,Working Title Films",https://www.imdb.com/title/tt1781769/
The Five-Year Engagement,,1,Nicholas Stoller,2,"Jason Segel,Nicholas Stoller","Jason Segel,Emily Blunt,Chris Pratt",2012,0,"Comedy,Romance",0,0,6.2,97723,62.0,124,"United States,Japan","Universal Pictures,Relativity Media,Apatow Productions",https://www.imdb.com/title/tt1195478/
Lockout,Take no prisoners.,2,"James Mather,Steve Saint Leger",3,"James Mather(screenplay by),Steve Saint Leger(screenplay by),Luc Besson(screenplay by)","Guy Pearce,Maggie Grace,Peter Stormare",2012,0,"Action,Sci-Fi,Thriller",1,0,6.1,97506,48.0,95,"France,United States","EuropaCorp,FilmDistrict,Canal+",https://www.imdb.com/title/tt1592525/
That's My Boy,The story of a child... and his son.,1,Sean Anders,1,David Caspe,"Adam Sandler,Andy Samberg,Leighton Meester",2012,0,Comedy,10,5,5.5,96997,31.0,116,United States,"Columbia Pictures,Happy Madison Productions,Relativity Media",https://www.imdb.com/title/tt1232200/
Iron Sky,In 1945 The Nazis Went To The Moon. In 2018 They Are Coming Back.,1,Timo Vuorensola,3,"Jarmo Puskala(original concept),Johanna Sinisalo(based on a story by),Michael Kalesniko(screenplay by)","Julia Dietze,Christopher Kirby,Götz Otto",2012,0,"Action,Adventure,Comedy,Sci-Fi",2,4,5.9,93373,,93,"Finland,Germany,Australia,France,Norway,Belgium,Denmark,United Kingdom","Blind Spot Pictures Oy,27 Films Production,New Holland Pictures",https://www.imdb.com/title/tt1034314/
Gangs of Wasseypur,,1,Anurag Kashyap,3,"Akhilesh Jaiswal,Anurag Kashyap,Sachin K. Ladia","Manoj Bajpayee,Richa Chadha,Nawazuddin Siddiqui",2012,0,"Action,Comedy,Crime,Drama,Thriller",50,18,8.2,92409,89.0,321,India,"Jar Pictures,AKFPL,Bohra Bros Productions",https://www.imdb.com/title/tt1954470/
Here Comes the Boom,No one will fight for his students like Mr. Voss.,1,Frank Coraci,3,"Allan Loeb,Kevin James,Rock Reuben(uncredited)","Kevin James,Salma Hayek,Henry Winkler",2012,0,"Action,Comedy,Sport",3,0,6.4,89800,40.0,105,United States,"Columbia Pictures,Hey Eddie,Broken Road Productions",https://www.imdb.com/title/tt1648179/
To Rome with Love,,1,Woody Allen,1,Woody Allen,"Woody Allen,Penélope Cruz,Jesse Eisenberg",2012,0,"Comedy,Music,Romance",5,2,6.3,87143,54.0,112,"United States,Italy,Spain","Medusa Film,Gravier Productions,Perdido Productions",https://www.imdb.com/title/tt1859650/
Mirror Mirror,One Bad Apple,1,Tarsem Singh,3,"Marc Klein(screenplay),Jason Keller(screenplay),Melisa Wallack(screen story)","Lily Collins,Julia Roberts,Armie Hammer",2012,0,"Adventure,Comedy,Drama,Family,Fantasy",9,2,5.6,86898,46.0,106,"United States,Canada","Relativity Media,Yucaipa Films,Goldmann Pictures",https://www.imdb.com/title/tt1667353/
Stuck in Love.,A story of first loves and second chances.,1,Josh Boone,2,"Josh Boone,Rick Bitzelberger(creative development)","Greg Kinnear,Jennifer Connelly,Lily Collins",2012,0,"Comedy,Drama,Romance",0,2,7.2,86856,49.0,97,United States,"Informant Media,MICA Entertainment,Solution Entertainment Group",https://www.imdb.com/title/tt2205697/
The Raven,The only one who can stop a serial killer is the man who inspired him.,1,James McTeigue,2,"Hannah Shakespeare,Ben Livingston","John Cusack,Alice Eve,Luke Evans",2012,0,"Crime,Mystery,Thriller",5,0,6.4,84421,44.0,110,"United States,Spain,Hungary","Intrepid Pictures,FilmNation Entertainment,Galavis Film",https://www.imdb.com/title/tt1486192/
Beasts of the Southern Wild,Discover the most MAGICAL film of the year,1,Benh Zeitlin,2,"Lucy Alibar(screenplay),Benh Zeitlin(screenplay)","Quvenzhané Wallis,Dwight Henry,Levy Easterly",2012,0,"Adventure,Drama,Fantasy",135,90,7.3,82624,86.0,93,United States,"Cinereach,Department of Motion Pictures,Court 13 Pictures",https://www.imdb.com/title/tt2125435/
Frances Ha,,1,Noah Baumbach,2,"Noah Baumbach,Greta Gerwig","Greta Gerwig,Mickey Sumner,Adam Driver",2012,0,"Comedy,Drama,Romance",49,1,7.5,80703,82.0,86,"United States,Brazil","Pine District Pictures,RT Features,Scott Rudin Productions",https://www.imdb.com/title/tt2347569/
Barfi!,,1,Anurag Basu,3,"Anurag Basu(story and screenplay),Tani Basu(story and screenplay),Sanjeev Dutta(dialogue)","Ranbir Kapoor,Priyanka Chopra Jonas,Ileana D'Cruz",2012,0,"Comedy,Drama,Romance",28,60,8.1,79942,,151,India,"UTV Motion Pictures,Ishana Movies",https://www.imdb.com/title/tt2082197/
The Words,There's more than one way to take a life.,2,"Brian Klugman,Lee Sternthal",2,"Brian Klugman,Lee Sternthal","Bradley Cooper,Dennis Quaid,Olivia Wilde",2012,0,"Drama,Mystery,Romance,Thriller",3,1,7.0,77228,37.0,102,United States,"Also Known As Pictures,Benaroya Pictures,Animus Films",https://www.imdb.com/title/tt1840417/
Rock of Ages,Nothin' but a good time.,1,Adam Shankman,3,"Justin Theroux(screenplay by),Chris D'Arienzo(screenplay by),Allan Loeb(screenplay by)","Julianne Hough,Diego Boneta,Tom Cruise",2012,0,"Comedy,Drama,Musical,Romance",8,2,5.9,76617,47.0,123,United States,"New Line Cinema,Corner Store Entertainment,Material Pictures",https://www.imdb.com/title/tt1336608/
House at the End of the Street,Fear reaches out... for the girl next door.,1,Mark Tonderai,2,"David Loucka(screenplay),Jonathan Mostow(story)","Jennifer Lawrence,Elisabeth Shue,Max Thieriot",2012,0,"Drama,Horror,Thriller",3,1,5.6,76148,31.0,101,"United States,Canada","Relativity Media,FilmNation Entertainment,A Bigger Boat",https://www.imdb.com/title/tt1582507/
Red Dawn,Welcome To the Home of the Brave,1,Dan Bradley,3,"Carl Ellsworth(screenplay),Jeremy Passmore(screenplay),Kevin Reynolds(story)","Chris Hemsworth,Isabel Lucas,Josh Hutcherson",2012,0,"Action,Drama",4,1,5.4,75990,31.0,93,United States,"FilmDistrict,Contrafilm,FilmNation Entertainment",https://www.imdb.com/title/tt1234719/
